player_name,YEAR,OVERALL,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,label
Moses Moody,2021.0,14,0.8721413721413722,0.817477096546864,0.5625000000000001,0.6540962288686605,0.74769676230587,0.26582278481012656,0.36085626911314983,0.15414258188824664,0.3543543543543544,0.5852713178294574,0.5740740740740741,0.8484848484848486,0.3440514469453376,0.417910447761194,0.5974999999999999,0.3945578231292517,0.4263157894736842,0.358,0.1092896174863388,0.24242424242424246,0.4322869955156951,0.18610423127191317,0.25101214574898784,0.34935897435897434,0.3082191780821918,0.35873015873015873,0.6299318207220297,0.3947,0.09345794392523364,0.09565217391304348,0.9091,0.22033898305084745,0.5460102415645071,0.38416931866415066,0.7280508080415127,0.542685975346522,0.6272411907180249,0.6284235339601467,0.499145201763018,0.6136897441915043,0.8557446053860076,0.6106543874541177,0.5385248282853318,0.34782608695652173,0.3556896110178414,3
Corey Kispert,2021.0,15,0.8201663201663202,0.9245947850599012,0.5390625,0.8374512353706112,0.886812319031324,0.16033755274261602,0.42507645259938837,0.17341040462427745,0.32132132132132135,0.3333333333333333,0.30246913580246915,0.9174503657262278,0.37942122186495175,0.35074626865671643,0.7849999999999999,0.6190476190476191,0.5447368421052632,0.44,0.07650273224043715,0.2272727272727273,0.22242152466367712,0.2672811247747895,0.3967611336032389,0.41346153846153844,0.136986301369863,0.18095238095238095,0.8425170448194925,0.3448,0.08411214953271028,0.0782608695652174,1.0,0.23728813559322035,0.4850606970199494,0.3739824599510187,0.6884296515846399,0.5436550668962785,0.757479178060786,0.8330263701921786,0.5183269709400846,0.7420355159195807,0.8035849342005748,0.8062017193998379,0.5429664195654837,0.16304347826086957,0.38236158931603265,3
Trey Murphy III,2021.0,17,0.760914760914761,0.9013389711064129,0.45052083333333337,0.8309492847854355,0.881679389312977,0.11814345991561181,0.35779816513761464,0.1579961464354528,0.2942942942942943,0.14728682170542637,0.12654320987654322,0.9686520376175549,0.1414790996784566,0.13246268656716417,0.7749999999999999,0.35374149659863946,0.3157894736842105,0.433,0.09836065573770492,0.27272727272727276,0.19282511210762332,0.3056027539460019,0.13360323886639677,0.14743589743589744,0.07534246575342465,0.07301587301587302,0.7847323125069855,0.4583,0.21495327102803738,0.20869565217391303,0.9583,0.2711864406779661,0.6170217197185262,0.4350637575400091,0.5827023216195667,0.3208834114168437,0.6871805609813266,0.7157872127925771,0.5147804047245271,0.6411681139012751,0.744840104527981,0.6375049903681049,0.5604619146583346,0.10434782608695652,0.2655815762266549,4
Tre Mann,2021.0,18,0.788981288981289,0.7744890768146582,0.6744791666666666,0.6970091027308192,0.7624374835483021,0.10970464135021098,0.5229357798165137,0.4296724470134875,0.5885885885885886,0.2868217054263566,0.27469135802469136,0.8683385579937304,0.2829581993569132,0.332089552238806,0.6174999999999999,0.30612244897959184,0.29473684210526313,0.402,0.032786885245901634,0.36363636363636365,0.27533632286995513,0.23624340128178975,0.1862348178137652,0.24358974358974358,0.3219178082191781,0.3492063492063492,0.6677098468760478,0.4234,0.0,0.0,,0.288135593220339,0.5441540556230982,0.3840258417808669,0.6798718536349466,0.4268170579016984,0.6301020392218142,0.6258831678596167,0.5066075554382742,0.6129487600719706,0.8063024530693358,0.6061737151982386,0.5431837927627591,0.11594782608695652,0.47029754621593683,4
Kai Jones,2021.0,19,0.5602910602910603,0.821705426356589,0.4739583333333333,0.8140442132639791,0.8495656751776782,0.4219409282700422,0.4097859327217125,0.10404624277456648,0.5735735735735736,0.19767441860465115,0.22839506172839505,0.7199582027168234,0.22508038585209003,0.20335820895522388,0.8025,0.08843537414965986,0.08947368421052632,0.382,0.22950819672131148,0.31818181818181823,0.46367713004484307,0.08602461707271475,0.24696356275303644,0.25961538461538464,0.06164383561643835,0.08253968253968254,0.8314518833128423,0.3333,0.42990654205607476,0.43478260869565216,0.92,0.3050847457627119,0.47460045142025575,0.3419074055991855,0.5103087498684017,0.3343868274812172,0.6929125712946324,0.6132946362889498,0.627220365964358,0.6244130485801455,0.5697453043256014,0.5578940840397368,0.6354725970950543,0.3411304347826087,0.2736059338512174,4
Jalen Johnson,2021.0,20,0.2952182952182952,0.7230443974630021,0.75,0.7347204161248374,0.7621742563832586,0.33333333333333337,0.7737003058103975,0.394990366088632,0.7147147147147148,0.09302325581395349,0.11728395061728394,0.6603970741901777,0.15755627009646303,0.16791044776119404,0.68,0.05442176870748299,0.04736842105263158,0.444,0.32786885245901637,0.4696969696969697,0.315695067264574,0.170087746909453,0.1659919028340081,0.20192307692307693,0.0547945205479452,0.08253968253968254,0.7159941879959763,0.2963,0.07476635514018691,0.06956521739130435,1.0,0.3220338983050847,0.45328425157697694,0.3281356175384548,0.4934666745636055,0.18627687283231367,0.6716099695288695,0.5066475866253564,0.6973299445953158,0.6572419619807558,0.5316270166232872,0.5768657193688298,0.6800009209580943,0.25417391304347825,0.43047927989452617,4
Keon Johnson,2021.0,21,0.6465696465696466,0.6708949964763918,0.7109375,0.6163849154746424,0.6805738352197946,0.20253164556962025,0.34250764525993876,0.40847784200385356,0.6756756756756758,0.2751937984496124,0.3117283950617284,0.7345872518286312,0.31189710610932475,0.3694029850746269,0.6124999999999999,0.08843537414965986,0.12631578947368421,0.271,0.10382513661202185,0.393939393939394,0.368609865470852,0.18264767747822225,0.21862348178137653,0.2948717948717949,0.3013698630136986,0.3333333333333333,0.6489326031071867,0.4151,0.14018691588785046,0.17391304347826086,0.75,0.3389830508474576,0.41632975026098534,0.30647260089712924,0.5946013613423905,0.3632096649782759,0.5085997343542464,0.377519827313097,0.5462480511083893,0.5044011577876868,0.6259160542251941,0.4010636267088377,0.5949545039929628,0.18034782608695651,0.23185271604586974,5
Isaiah Jackson,2021.0,22,0.5280665280665281,0.7610993657505285,0.5546875,0.7022106631989596,0.7724401158199525,0.47679324894514774,0.7155963302752293,0.14450867052023122,0.5945945945945946,0.2441860465116279,0.2777777777777778,0.7314524555903866,0.2379421221864952,0.251865671641791,0.685,0.0,0.005263157894736842,0.0,0.6994535519125683,0.31818181818181823,0.589237668161435,0.09168082715154256,0.22267206477732793,0.2532051282051282,0.13013698630136986,0.16825396825396827,0.76841399351738,0.3519,0.21495327102803738,0.21739130434782608,0.92,0.3559322033898305,0.3203261472296491,0.21152677338424117,0.545528548783569,0.3845241255396846,0.74812407219314,0.46373199164487494,0.8718624927647147,0.6486189470390362,0.5122079710409505,0.4757269464373616,0.8026989489565747,0.36869565217391304,0.4249305219626479,5
Josh Christopher,2021.0,24,0.4563409563409564,0.6990838618745595,0.6328125,0.6280884265279583,0.6967623058699657,0.10126582278481013,0.49541284403669716,0.18882466281310215,0.3963963963963964,0.17054263565891473,0.1697530864197531,0.8359456635318705,0.1864951768488746,0.21828358208955223,0.62,0.12244897959183673,0.15526315789473685,0.305,0.10382513661202185,0.4090909090909091,0.2807174887892377,0.15633056077184623,0.12955465587044535,0.13782051282051283,0.1780821917808219,0.22857142857142856,0.8128981781602771,0.3562,0.09345794392523364,0.09565217391304348,0.9091,0.3898305084745763,0.6702601523998949,0.46892828746390675,0.5531066781983903,0.2572271474009406,0.5271705602000156,0.46963803407559346,0.4859832974413022,0.5211618555894547,0.7493597400361988,0.4837759741392341,0.5156220902633736,0.11594782608695652,0.38572878430033486,5
Quentin Grimes,2021.0,25,0.8222453222453223,0.8329809725158562,0.6588541666666667,0.6801040312093627,0.7340089497236115,0.2278481012658228,0.4311926605504587,0.24277456647398843,0.40540540540540543,0.3449612403100775,0.3487654320987654,0.8234064785788925,0.2347266881028939,0.332089552238806,0.5125,0.6802721088435374,0.6526315789473685,0.403,0.06557377049180327,0.393939393939394,0.23766816143497757,0.20763193860613754,0.1700404858299595,0.22435897435897437,0.2054794520547945,0.33015873015873015,0.6611154576953169,0.2857,0.07476635514018691,0.06956521739130435,1.0,0.4067796610169492,0.34072596916075915,0.30042066625084946,0.7878570692926169,0.5096285687566872,0.6980907883428392,0.7505436737849897,0.49875448292096464,0.7275472111397951,0.8293387718483821,0.7607220238995026,0.5751762517411864,0.2782608695652174,0.3888873080461732,5
Jaden Springer,2021.0,28,0.6205821205821206,0.7477096546863988,0.6822916666666666,0.6644993498049414,0.7503290339563042,0.1940928270042194,0.3333333333333333,0.46435452793834303,0.6186186186186187,0.313953488372093,0.30864197530864196,0.8463949843260189,0.2765273311897106,0.3376865671641791,0.5937499999999999,0.1360544217687075,0.12105263157894737,0.435,0.12021857923497269,0.4090909090909091,0.3955156950672646,0.23548388445369503,0.20242914979757085,0.2403846153846154,0.2534246575342466,0.3333333333333333,0.7353302783055773,0.3491,0.037383177570093455,0.043478260869565216,0.8,0.4576271186440678,0.41113607430991783,0.30683328583982794,0.6163739582150275,0.3513972997843946,0.6021629814829285,0.517724033871548,0.5668169527907375,0.5974350309004146,0.6499095029704933,0.5326534804668271,0.612368060902417,0.1808695652173913,0.2352293960864658,6
Day'Ron Sharpe,2021.0,29,0.49480249480249483,0.7181113460183228,0.7161458333333334,0.6749024707412223,0.6855751513556199,0.7721518987341772,0.72782874617737,0.2967244701348748,0.6186186186186187,0.19767441860465115,0.3117283950617284,0.5276907001044933,0.36012861736334406,0.39925373134328357,0.6537499999999999,0.0,0.005263157894736842,0.0,0.2786885245901639,0.34848484848484845,0.41973094170403585,0.14261823915355246,0.3643724696356275,0.4775641025641026,0.1506849315068493,0.2,0.6706158488878953,0.3438,0.18691588785046728,0.1826086956521739,0.9524,0.4745762711864407,0.39120745806659896,0.25611022213011353,0.4848874240182582,0.37602999645456875,0.6855891866552074,0.5489343993814201,0.6790446252511859,0.6171571618555894,0.4739332043250799,0.5679571855486691,0.6057053353946542,0.5877043478260869,0.3990268332242552,6
