PLAYER_ID,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN_FT_IN,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,RANKING
203506,Victor Oladipo,SG,6' 3.25'',6' 4.25'',213.2,6' 9.25'',8' 4.5'',6.55,8.75,9.25,1
203469,Cody Zeller,C-PF,6' 10.75'',7' 0.25'',230,6' 10.75'',8' 10'',4.75,8.5,10.5,1
203458,Alex Len,C,,,,7' 3.5'',,6.4,9.0,10.75,1
203457,Nerlens Noel,C,6' 10'',6' 11.75'',206.4,7' 3.75'',9' 2'',4.15,9.5,10.0,2
203463,Ben McLemore,SG,6' 3.5'',6' 4.75'',189.2,6' 7.75'',8' 4.5'',5.0,8.75,9.5,2
203484,Kentavious Caldwell-Pope,SG,6' 4.5'',6' 5.5'',203.6,6' 8'',8' 4.5'',6.45,8.5,9.0,2
203504,Trey Burke,PG,5' 11.75'',6' 1.25'',187,6' 5.5'',8' 1.5'',6.9,8.25,8.75,2
203468,CJ McCollum,PG-SG,6' 2.25'',6' 3.25'',197,6' 6.25'',8' 0.5'',8.6,8.0,9.5,2
203487,Michael Carter-Williams,PG,6' 4.75'',6' 5.75'',184.4,6' 7.25'',8' 5'',4.4,7.5,8.5,3
203500,Steven Adams,C,6' 10.75'',7' 0'',254.5,7' 4.5'',9' 1.5'',6.65,9.5,11.0,3
203482,Kelly Olynyk,PF-C,6' 10.75'',7' 0'',234,6' 9.75'',9' 0'',6.65,8.5,10.0,3
203498,Shabazz Muhammad,SF-SG,6' 4.75'',6' 6.25'',221.8,6' 11'',8' 8.5'',9.0,9.0,10.0,3
203471,Dennis Schroder,PG,6' 1'',6' 2'',164.8,6' 7.75'',8' 2'',4.1,8.75,10.5,4
203499,Shane Larkin,PG,5' 10.25'',5' 11.5'',170.8,5' 10.75'',7' 5.5'',3.8,7.5,8.75,4
203503,Tony Snell,SF-SG,6' 6'',6' 7.25'',198.2,6' 11.5'',8' 9.5'',4.85,9.0,9.5,4
203476,Gorgui Dieng,C,6' 9.75'',6' 10.75'',229.6,7' 3.5'',9' 3.5'',5.35,9.0,10.0,5
203486,Mason Plumlee,C-PF,6' 11.25'',7' 0.5'',238.2,6' 11'',9' 0'',6.15,9.75,9.5,5
203524,Solomon Hill,SF,6' 5.5'',6' 7'',226,6' 9'',8' 7'',7.6,9.0,10.5,5
203501,Tim Hardaway Jr.,SG,6' 4.5'',6' 6.25'',199.4,6' 7'',8' 5'',6.05,8.0,9.25,5
203493,Reggie Bullock,SG-SF,6' 5.75'',6' 7'',199.8,6' 8.75'',8' 6'',6.95,8.5,9.0,5
203460,Andre Roberson,PF-SF,6' 6.25'',6' 7'',205.8,6' 11'',8' 8.5'',7.05,8.75,9.5,6
203497,Rudy Gobert,C,7' 0.5'',7' 2'',237.6,7' 8.5'',9' 7'',4.4,9.75,10.0,6
203462,Archie Goodwin,SG,6' 3.75'',6' 5.25'',189,6' 9.5'',8' 6'',4.55,8.5,9.0,6
203459,Allen Crabbe,SG,6' 5.25'',6' 6.25'',197.4,6' 11.25'',8' 7.5'',4.65,8.25,8.5,7
203467,Carrick Felix,SF-SG,6' 4.75'',6' 6.25'',202.6,6' 9.25'',8' 7.5'',3.3,8.5,9.5,7
203477,Isaiah Canaan,PG,5' 11'',6' 0'',188.4,6' 4.5'',7' 10.5'',5.9,8.25,9.5,7
203318,Glen Rice,SF-SG,6' 4.5'',6' 5.75'',210.8,6' 9.25'',8' 5.5'',8.45,8.5,9.0,7
203492,Ray McCallum,PG,6' 0.25'',6' 1.75'',191.4,6' 3.25'',8' 0.5'',7.3,8.0,8.75,8
203502,Tony Mitchell,PF-SF,6' 7.5'',6' 8.75'',236.4,7' 2.5'',8' 10.5'',5.55,9.0,10.0,8
203489,Nate Wolters,PG,6' 3.5'',6' 4.75'',196.4,6' 3.75'',8' 2'',5.5,8.25,8.75,8
203481,Jeff Withey,C,6' 10.75'',7' 0.5'',221.8,7' 2'',9' 2.5'',8.65,9.0,9.75,8
203511,Grant Jerrett,PF,6' 8.75'',6' 10.25'',232,7' 2'',9' 1'',10.05,8.5,9.25,8
203479,Jamaal Franklin,SG-SF,6' 4'',6' 5.25'',190.8,6' 11.25'',8' 7.5'',8.25,8.5,8.25,9
203510,Pierre Jackson,PG,5' 9.5'',5' 10.5'',176,5' 10'',7' 6'',4.5,7.5,8.25,9
203495,Ricky Ledo,SG,6' 4.75'',6' 6'',197.2,6' 7.25'',8' 6.5'',10.25,8.5,9.25,9
203488,Mike Muscala,C-PF,6' 10.25'',6' 11.5'',230.2,7' 1'',9' 0'',6.8,8.5,9.0,9
203475,Erick Green,PG,6' 1.5'',6' 3'',178.2,6' 5.75'',8' 2'',4.35,8.5,9.0,10
203527,Ryan Kelly,PF,6' 9.75'',6' 11.75'',228,6' 11.5'',9' 2'',14.75,9.0,10.0,10
203513,Erik Murphy,PF,6' 8.75'',6' 9.5'',239.8,6' 10.5'',9' 0'',7.95,8.75,9.75,10
203485,Lorenzo Brown,PG,6' 4'',6' 5.25'',189.2,6' 7'',8' 4'',3.95,8.25,8.5,11
203470,Colton Iverson,C,6' 10.5'',7' 0'',262.8,7' 2'',9' 2'',9.6,9.25,9.5,11
203491,Peyton Siva,PG,5' 11.5'',6' 1'',180.6,6' 3'',7' 9'',6.05,8.0,9.75,12
203472,Deshaun Thomas,SF,6' 5'',6' 7'',219.8,6' 10'',8' 8'',9.1,8.0,8.75,12
