PLAYER_ID,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN_FT_IN,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,RANKING
1629659,Talen Horton-Tucker,SG,6' 2.5'',6' 4'',235.4,7' 1.25'',8' 7'',8.4,9.5,9.75,10
1629649,Ignas Brazdeikis,SF,6' 5.75'',6' 7.25'',220.8,6' 9.25'',8' 6'',6.0,8.75,9.5,10
1629611,Terance Mann,SG-SF,6' 4.75'',6' 6.5'',204.6,6' 7.75'',8' 5'',4.0,9.5,9.25,10
1629683,Quinndary Weatherspoon,SG,6' 3'',6' 4.25'',206.6,6' 9'',8' 4'',6.1,8.5,9.0,10
1629682,Tremont Waters,PG,5' 9.5'',5' 10.75'',172.4,6' 2.25'',7' 9.5'',6.6,8.0,9.75,11
1629667,Jalen McDaniels,SF,6' 8.25'',6' 9.75'',191.6,7' 0.25'',8' 9.5'',5.7,9.0,10.0,11
1629621,Marial Shayok,SF-PF,6' 4.5'',6' 5.5'',196.8,7' 0.25'',8' 7.5'',4.7,8.75,9.25,11
1629657,Kyle Guy,SG,6' 0.75'',6' 2.25'',167.8,6' 4.5'',7' 11.5'',5.7,8.0,8.75,11
1628986,Jaylen Hands,PG,6' 1.5'',6' 3'',180.4,6' 5.5'',8' 1'',5.1,8.0,8.25,12
1629648,Jordan Bone,SG,6' 1.5'',6' 2.75'',179,6' 3.25'',7' 11'',5.0,7.5,9.25,12
1629671,Miye Oni,SG,6' 4.25'',6' 5.75'',205.6,6' 10.75'',8' 4.5'',4.9,9.0,10.0,12
1629608,Dewan Hernandez,C,6' 9'',6' 10.25'',232.8,7' 1.75'',8' 11'',6.1,9.5,10.25,12
