PLAYER_ID,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN_FT_IN,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH
1626153,Delon Wright,PG,6' 4.25'',6' 5.5'',181.4,6' 7.5'',8' 5.5'',6.6,8.0,8.5
1627758,Ron Baker,SG,6' 3.25'',6' 4.25'',212.4,6' 9.75'',8' 1.5'',7.85,8.75,9.5
1627735,Wade Baldwin IV,PG,6' 2.5'',6' 4'',201.8,6' 11.25'',8' 4'',5.2,9.0,9.75
1627760,Cat Barber,PG,6' 1.5'',6' 2.75'',173,6' 5.5'',7' 11.5'',4.5,8.0,8.5
1627736,Malik Beasley,SG,6' 3.5'',6' 4.5'',189.8,6' 7'',8' 4.5'',6.9,8.5,9.0
1627761,DeAndre Bembry,SG-SF,6' 4.25'',6' 5.75'',206.6,6' 9.25'',8' 5'',7.0,8.0,9.25
1627791,Ben Bentil,PF,6' 7.25'',6' 8.25'',229.2,7' 1.5'',8' 9'',9.7,9.5,10.0
1628417,Jaron Blossomgame,SF,6' 6.25'',6' 7.25'',213.6,6' 10'',8' 6'',5.25,8.5,10.0
1627762,Joel Bolomboy,PF,6' 7.5'',6' 9'',224.4,7' 1.75'',8' 7.5'',5.15,9.0,10.25
1627763,Malcolm Brogdon,SG,6' 3.75'',6' 5.5'',223,6' 10.5'',8' 2'',5.4,9.0,10.25
1627759,Jaylen Brown,SG-SF,6' 5.25'',6' 6.75'',222.8,6' 11.75'',8' 6.5'',5.05,8.75,9.0
1627737,Marquese Chriss,PF,6' 8.75'',6' 10'',233,7' 0.25'',8' 9'',8.5,9.0,9.0
1627765,Elgin Cook,SF,6' 5'',6' 6.25'',209.8,6' 10'',8' 4.5'',6.35,8.5,10.25
1627766,Isaiah Cousins,PG,6' 3.25'',6' 4.5'',194,6' 6.25'',8' 2.5'',4.8,8.25,8.75
1627738,Deyonta Davis,PF,6' 9.25'',6' 10.5'',237.2,7' 2.5'',9' 0.5'',9.7,9.0,9.25
1627767,Cheick Diallo,PF,6' 7.5'',6' 9'',218.6,7' 4.5'',8' 11.5'',5.6,8.5,9.75
1627739,Kris Dunn,PG,6' 3'',6' 4.25'',,6' 9.5'',8' 4'',,,
1627740,Henry Ellenson,PF,6' 10'',6' 11.5'',242,7' 2.25'',9' 0'',11.2,8.5,9.75
1627768,Perry Ellis,PF,6' 7'',6' 8.25'',217.8,6' 10.25'',8' 6'',4.6,8.0,8.5
1627770,Kay Felder,PG,5' 8.25'',5' 9.5'',177.2,6' 2.5'',7' 4.5'',5.8,8.25,8.5
1627827,Dorian Finney-Smith,SF,6' 6.5'',6' 7.75'',212.6,6' 11.75'',8' 9.5'',6.45,9.0,9.75
1627771,Michael Gbinije,SG,6' 5.5'',6' 6.75'',204.6,6' 7.5'',8' 5'',5.4,8.0,9.0
1627772,Daniel Hamilton,SG-SF,6' 6.25'',6' 8'',197,6' 9'',8' 7.5'',5.95,9.0,8.5
1628404,Josh Hart,SG,6' 4'',6' 5.5'',203.6,6' 8.5'',8' 3.5'',5.75,8.5,9.25
1628502,Nigel Hayes,SF-PF,6' 6.25'',6' 7.25'',245,7' 3'',8' 11.5'',10.9,8.5,9.5
1627741,Buddy Hield,SG,6' 3.75'',6' 5'',212.4,6' 9.25'',8' 5'',6.1,8.5,9.0
204211,Justin Jackson,SF,6' 7'',6' 8.25'',193.4,6' 10.75'',8' 7.5'',7.6,8.75,8.75
1627743,Demetrius Jackson,PG,6' 0'',6' 1.25'',193.8,6' 5.5'',7' 9'',6.5,8.25,9.0
1627744,Brice Johnson,PF,6' 9'',6' 10.5'',208.6,7' 0.5'',8' 10.5'',7.5,9.0,8.25
1627745,Damian Jones,C,6' 10.25'',6' 11.5'',243.6,7' 3.75'',8' 11'',6.55,8.75,10.5
1627746,Skal Labissiere,PF-C,6' 10.5'',6' 11.75'',215.8,7' 2.5'',8' 9.5'',5.7,8.75,9.0
1627774,Jake Layman,SF,6' 8'',6' 9.25'',208.6,6' 9.25'',8' 6'',7.1,8.25,9.25
1627747,Caris LeVert,SG,6' 5.75'',6' 7'',191,6' 10'',8' 5'',7.55,8.5,9.25
1629159,Marcus Lee,PF-C,6' 9'',6' 10.25'',211,7' 3'',8' 11.5'',5.35,9.0,9.0
1627748,Thon Maker,PF,6' 11.75'',7' 0.75'',216,7' 3'',9' 2.5'',6.05,8.75,9.5
1627775,Patrick McCaw,PG-SG,6' 5.25'',6' 6.75'',180.8,6' 10'',8' 4.5'',4.7,8.75,8.75
1629005,Malik Newman,SG,6' 2.25'',6' 3.5'',182.2,6' 5.75'',8' 1.5'',5.6,8.25,9.25
1627777,Georges Niang,PF,6' 6.75'',6' 8.5'',230.8,6' 10'',8' 7'',10.05,9.25,9.25
1627778,Chinanu Onuaku,C,6' 9'',6' 10'',245.2,7' 2.75'',9' 0.5'',8.55,9.0,8.0
1627779,Marcus Paige,PG,6' 0.5'',6' 1.75'',163.8,6' 6.25'',8' 1'',4.3,7.75,8.75
1627780,Gary Payton II,PG,6' 2'',6' 3'',183.8,6' 8'',8' 3.5'',3.95,8.75,9.5
1627751,Jakob Poeltl,C,7' 0.25'',7' 1'',239,7' 2.75'',9' 3.5'',5.8,9.25,10.25
1627752,Taurean Prince,SF,6' 6.5'',6' 7.75'',220.2,6' 11.5'',8' 6'',6.45,9.0,8.5
1627753,Zhou Qi,PF-C,7' 1.25'',7' 2.25'',218.2,7' 7.75'',9' 4.5'',4.85,9.25,9.5
1627781,Malachi Richardson,SG-SF,6' 4.75'',6' 6.25'',199.6,7' 0'',8' 5.5'',7.0,8.75,10.0
1627782,Wayne Selden,SG,6' 4.25'',6' 5.75'',232.4,6' 10.5'',8' 5'',7.3,9.0,9.25
1627783,Pascal Siakam,PF,6' 8.25'',6' 9.5'',226.6,7' 3.25'',8' 11.5'',5.2,9.25,10.0
1627754,Diamond Stone,C,6' 9'',6' 10.25'',254.4,7' 2.75'',9' 0.5'',12.85,8.5,7.75
1628403,Caleb Swanigan,PF,6' 7.5'',6' 8.5'',246.6,7' 3.5'',8' 11'',12.55,9.0,10.25
1628453,Melo Trimble,PG,6' 1.25'',6' 2.5'',191.8,6' 2'',7' 8.5'',8.35,8.0,8.75
1627755,Tyler Ulis,PG,5' 8.75'',5' 10'',149.2,6' 2'',7' 4.5'',5.2,7.5,7.5
1627784,Jarrod Uthoff,PF,6' 8.5'',6' 9.75'',214.4,6' 11.5'',8' 8'',6.0,8.75,9.0
1627756,Denzel Valentine,SG-SF,6' 4'',6' 5.75'',210.4,6' 10.75'',8' 6'',9.2,8.5,9.75
1627785,Isaiah Whitehead,PG-SG,6' 3.25'',6' 4.5'',210,6' 8.75'',8' 4'',9.25,8.5,8.75
1627786,Troy Williams,SF,6' 5.75'',6' 6.75'',217.8,6' 8.25'',8' 6'',10.0,8.25,9.25
1627787,Kyle Wiltjer,PF,6' 8.75'',6' 10'',242.8,7' 0.25'',8' 6.5'',15.25,8.25,9.5
1627757,Stephen Zimmerman,C,6' 10.25'',6' 11.75'',234,7' 3.25'',9' 0.5'',11.15,9.0,9.0
1628389,Edrice Adebayo,PF-C,6' 8.75'',6' 9.75'',242.6,7' 2.75'',9' 0'',5.2,9.5,8.75
1628959,Rawle Alkins,SG-SF,6' 2.5'',6' 3.75'',222.6,6' 8.75'',8' 3'',11.0,8.75,10.0
1628386,Jarrett Allen,C,6' 9'',6' 10.25'',233.6,7' 5.25'',9' 1.5'',7.4,9.5,10.5
1628443,Kadeem Allen,PG,6' 1'',6' 2.25'',192.4,6' 9.25'',8' 3.5'',6.4,8.5,8.75
1628387,Ike Anigbogu,C,6' 8.5'',6' 9.75'',252.2,7' 6.25'',9' 2.5'',5.4,9.5,10.0
1628384,OG Anunoby,SF,6' 6.25'',6' 7.75'',232.4,7' 2.25'',8' 11.5'',6.8,9.25,9.5
1628503,Jamel Artis,SG-SF,6' 5.5'',6' 6.75'',213.2,6' 10'',8' 9'',11.9,9.25,9.75
1628407,Dwayne Bacon,SG-SF,6' 4.75'',6' 6.25'',221.6,6' 10'',8' 7.5'',7.9,8.75,10.0
1628431,V.J. Beachem,SG-SF,6' 6.25'',6' 8'',193.4,6' 10.25'',8' 8.5'',6.8,8.5,9.0
1628395,Jordan Bell,PF,6' 7'',6' 8.5'',223.6,6' 11.75'',8' 8.5'',5.4,9.25,9.5
1628417,Jaron Blossomgame,SF,6' 5.75'',6' 6.75'',218.6,6' 10'',8' 8.5'',5.7,8.75,10.25
1628449,Chris Boucher,PF,6' 8'',6' 9.5'',182.2,7' 4'',9' 2.5'',5.4,9.25,10.5
1628396,Tony Bradley,C,6' 9.25'',6' 10.75'',248.8,7' 5'',9' 4.5'',12.0,9.5,9.5
1628515,Isaiah Briscoe,PG,6' 1.25'',6' 2.75'',222.4,6' 9'',8' 3.5'',11.0,9.0,9.25
1628415,Dillon Brooks,SG-SF,6' 5'',6' 6'',220.2,6' 6'',8' 4.5'',7.5,8.25,9.25
1628418,Thomas Bryant,PF-C,6' 9.5'',6' 10.75'',247.8,7' 6'',9' 4.5'',9.4,9.5,10.25
1628380,Zach Collins,PF-C,6' 10.25'',7' 0'',232.2,7' 1'',9' 3'',8.9,8.75,9.25
1628381,John Collins,PF,6' 8.25'',6' 9.5'',225.2,6' 11.25'',8' 10.5'',5.4,9.0,10.0
1628977,Hamidou Diallo,SG-SF,6' 3.75'',6' 5'',197.4,6' 11.25'',8' 5.5'',5.2,8.5,9.5
1628416,Tyler Dorsey,SG,6' 3'',6' 4.5'',182.6,6' 5.25'',8' 3.5'',4.7,8.5,9.25
1628422,Damyean Dotson,SG-SF,6' 4.5'',6' 5.5'',205.2,6' 9'',8' 4'',5.3,8.5,9.25
1628408,PJ Dozier,SG,6' 5.25'',6' 6.75'',200.6,6' 11'',8' 5'',6.1,8.5,9.5
1628393,Jawun Evans,PG,5' 10.75'',5' 11.5'',185.2,6' 5.5'',7' 11'',9.1,8.0,7.75
1628390,Terrance Ferguson,SG-SF,6' 5.5'',6' 7'',184.4,6' 8.75'',8' 7'',5.8,8.5,10.0
1628368,De?Aaron Fox,PG,6' 2'',6' 3.25'',169.6,6' 6.5'',8' 4'',4.5,8.5,8.5
1628365,Markelle Fultz,PG,,,,,,,,
1628385,Harry Giles,PF,6' 9.25'',6' 10.5'',232,7' 3.25'',9' 1.5'',5.2,9.5,10.75
1628404,Josh Hart,SG-SF,6' 3.75'',6' 5'',209.2,6' 8.25'',8' 5'',5.8,8.5,9.5
1628502,Nigel Hayes,PF,6' 6.25'',6' 7.5'',254.2,7' 3.25'',8' 8.5'',11.5,8.75,10.0
1628439,Isaiah Hicks,PF,6' 7.25'',6' 8.5'',233.4,7' 0.5'',8' 9'',7.7,8.75,9.75
1628411,Wesley Iwundu,SG-SF,6' 5.5'',6' 6.75'',193.4,7' 1'',8' 9.5'',4.0,8.75,9.5
1628402,Frank Jackson,PG,6' 2'',6' 3.5'',201.6,6' 7.5'',8' 2'',6.7,8.25,9.0
1628992,Justin Jackson (UMD),SF,6' 5.75'',6' 7'',219.4,7' 3.25'',8' 11'',7.1,9.0,9.5
1628382,Justin Jackson (UNC),SF,6' 7'',6' 8.25'',200.8,6' 11'',8' 8.5'',8.1,8.75,9.25
1628514,Peter Jok,SG-SF,6' 4.25'',6' 5.75'',202.4,6' 8'',8' 6'',11.0,8.25,9.5
1628379,Luke Kennard,SG-SF,6' 4.5'',6' 5.5'',196.2,6' 5.25'',8' 2.5'',6.6,8.0,8.75
1628398,Kyle Kuzma,SF-SG,6' 8'',6' 9.5'',222.6,7' 0.25'',8' 11.5'',9.4,8.5,9.5
1628388,TJ Leaf,PF,6' 8.75'',6' 9.75'',222.2,6' 11'',8' 11'',6.8,8.5,9.5
1628399,Tyler Lydon,PF,6' 8.25'',6' 9.5'',215,7' 0'',8' 11.5'',13.6,8.75,8.75
1628412,Frank Mason III,PG,5' 11'',6' 0'',188.8,6' 3.25'',7' 10'',4.3,8.0,9.25
1628452,Kennedy Meeks,C,6' 8.75'',6' 10.25'',276.6,7' 1'',8' 10'',11.5,8.75,8.75
1628378,Donovan Mitchell,SG,6' 1.25'',6' 3'',211.4,6' 10'',8' 1'',5.9,8.5,9.5
1628420,Monte Morris,PG,6' 1.25'',6' 2.5'',175.2,6' 4'',8' 0.5'',6.9,8.25,8.75
1628405,Johnathan Motley,PF,6' 7.75'',6' 8.75'',238.2,7' 4'',9' 0'',,9.0,9.5
1629004,Svi Mykhailiuk,SG-SF,6' 6.5'',6' 7.5'',219.6,6' 5'',8' 4'',11.4,8.0,9.25
1628400,Semi Ojeleye,SF-SG,6' 5.25'',6' 6.75'',241.4,6' 9.75'',8' 6'',5.5,8.75,9.5
1628419,Cameron Oliver,PF,6' 7'',6' 8.25'',238.6,7' 1.25'',8' 10.5'',7.7,9.5,10.25
1628383,Justin Patton,C,6' 10'',6' 11.25'',229,7' 3'',9' 3.5'',7.8,8.75,9.75
1628409,Alec Peters,PF,6' 7.25'',6' 8.75'',232,6' 10.75'',8' 9'',8.8,8.75,10.0
1628397,Ivan Rabb,PF,6' 8.75'',6' 10'',219.6,7' 1.5'',9' 1'',6.8,8.75,9.0
1628432,Davon Reed,SG-SF,6' 4.5'',6' 5.5'',206.2,7' 0'',8' 6'',6.5,9.25,9.5
1628421,Devin Robinson,SF,6' 7'',6' 8.25'',189.6,7' 0.75'',8' 10'',3.2,9.25,10.25
1628424,Kobi Simmons,PG,6' 3.25'',6' 4.5'',166.2,6' 6'',8' 3'',5.0,8.5,9.5
1628410,Edmond Sumner,PG,6' 4'',6' 5.75'',176.4,6' 9'',8' 6.5'',8.3,8.25,9.0
1628403,Caleb Swanigan,PF,6' 7.5'',6' 8.5'',245.6,7' 3'',9' 0'',,9.5,10.25
1628414,Sindarius Thornwell,SG-SF,6' 3.5'',6' 4.75'',211.6,6' 10'',8' 7'',7.8,8.75,8.75
1628453,Melo Trimble,PG,6' 1.25'',6' 2.5'',195.2,6' 2'',7' 11.5'',10.6,8.0,8.75
1629021,Moritz Wagner,PF,6' 10'',6' 11.25'',231.2,7' 0'',9' 0'',6.7,8.75,10.75
1628476,Derrick Walton Jr.,PG,5' 11'',6' 0.75'',188.6,6' 2.5'',7' 11'',5.8,8.0,8.5
1629118,Thomas Welsh,PF-C,6' 11.5'',7' 0.5'',254,7' 0'',9' 1.5'',10.9,9.0,10.5
1628401,Derrick White,PG,6' 3.25'',6' 4.5'',189.8,6' 7.5'',8' 5.5'',6.2,8.25,8.5
1628430,Nigel Williams-Goss,PG,6' 1.5'',6' 3'',190.2,6' 7.25'',8' 3'',5.6,8.75,9.25
1628391,D.J. Wilson,PF,6' 8.75'',6' 10.5'',234.4,7' 3'',9' 1.5'',6.4,9.25,10.25
1962937123,Omer Yurtseven,C,6' 10.5'',6' 11.75'',248.4,7' 1'',9' 0.5'',7.6,9.0,10.5
1628959,Rawle Alkins,SG,6' 2.75'',6' 4.25'',217.4,6' 8.75'',8' 3'',8.9,8.5,10.0
1628960,Grayson Allen,SG,6' 3'',6' 4.5'',198,6' 7.25'',8' 1'',5.55,8.25,10.0
1628961,Kostas Antetokounmpo,PF,6' 9'',6' 10.5'',194.8,7' 2.25'',9' 2'',5.0,9.25,9.5
1628962,Udoka Azubuike,C,6' 10'',7' 0.25'',273.8,7' 7'',9' 4.5'',7.95,9.5,10.0
1628964,Mohamed Bamba,C,6' 11.25'',7' 0.75'',225.6,7' 10'',9' 7.5'',6.2,9.75,10.25
1628965,Jaylen Barford,PG-SG,6' 1.25'',6' 2.25'',207.6,6' 3.5'',8' 0.5'',11.65,8.0,8.25
1628966,Keita Bates-Diop,SG-SF,6' 7.25'',6' 8.5'',223.8,7' 3.25'',8' 10.5'',5.35,9.0,8.5
1628967,Tyus Battle,SG,6' 5'',6' 6.75'',200.2,6' 9'',8' 6'',4.0,8.5,9.25
1628968,Brian Bowen,SG-SF,6' 6.25'',6' 7.5'',202,6' 10.25'',8' 7.5'',7.6,9.0,10.0
1628970,Miles Bridges,SF,6' 5.25'',6' 6.75'',220.4,6' 9.5'',8' 7.5'',5.9,9.0,9.75
1628971,Bruce Brown,SG-PG,6' 3.5'',6' 5'',194.6,6' 9'',8' 2.5'',3.75,8.5,8.5
1628972,Troy Brown,SF,6' 5.75'',6' 6.75'',208,6' 10.25'',8' 9'',7.05,9.0,9.75
1628973,Jalen Brunson,PG,6' 1'',6' 2.25'',198.4,6' 4'',8' 0'',6.7,8.25,9.25
1628974,Tony Carr,PG,6' 3'',6' 4.5'',198.8,6' 8.25'',8' 4'',6.5,8.5,9.75
1628975,Jevon Carter,PG,6' 0.25'',6' 1.5'',196.2,6' 4.25'',7' 11'',4.15,9.25,8.5
1628976,Wendell Carter,C-PF,6' 8.75'',6' 10'',251.4,7' 4.5'',9' 1'',7.85,8.5,9.0
1628978,Donte DiVincenzo,SG,6' 3.5'',6' 4.5'',200.6,6' 6'',8' 1.5'',5.0,8.25,9.0
1628977,Hamidou Diallo,SG,6' 4.25'',6' 6'',197,6' 11.5'',8' 7'',4.45,8.75,9.0
1628979,Trevon Duval,PG,6' 1.5'',6' 2.5'',191,6' 8.25'',8' 1.5'',5.2,8.75,10.0
1629035,Carsen Edwards,PG,5' 10.75'',6' 0'',195.6,6' 6.25'',7' 10.5'',6.3,8.5,9.25
1629037,Keenan Evans,PG,6' 1.5'',6' 3'',183.2,6' 5.25'',8' 2'',6.5,8.5,8.0
1628980,Jacob Evans,SG-SF,6' 4.25'',6' 5.5'',199.6,6' 9.25'',8' 6.5'',6.5,9.0,9.25
1628981,Bruno Fernando,C,6' 8.75'',6' 9.75'',233.2,7' 4.25'',9' 1'',5.25,9.5,10.0
1628982,Melvin Frazier,SF-SG,6' 4.5'',6' 6'',198.2,7' 1.75'',8' 9'',7.9,9.5,9.5
1628983,Shai Gilgeous-Alexander,PG,6' 4.5'',6' 6'',180,6' 11.5'',8' 8'',3.0,9.0,9.0
1628984,Devonte Graham,PG,6' 0.25'',6' 1.5'',186.4,6' 6.25'',8' 0'',4.8,8.5,9.5
1629036,Isaac Haas,C,7' 1.25'',7' 2.75'',303,7' 5'',9' 3.5'',12.55,10.0,10.5
1628985,Devon Hall,SG,6' 4.25'',6' 6'',206.4,6' 7.75'',8' 6'',8.45,8.5,10.0
1628986,Jaylen Hands,PG,6' 1.5'',6' 2.75'',179,6' 5.5'',8' 2'',5.0,8.0,8.0
1628987,Kevin Hervey,PF,6' 6.5'',6' 7.75'',211.6,7' 3.5'',8' 11'',5.15,9.25,10.25
1628988,Aaron Holiday,PG,5' 11.75'',6' 0.75'',187,6' 7.5'',8' 1'',6.4,8.75,8.5
1628989,Kevin Huerter,SG,6' 6.25'',6' 7.25'',194,6' 7.5'',8' 5.5'',8.6,8.25,8.5
1628991,Jaren Jackson,PF-C,6' 9.75'',6' 11.25'',236,7' 5.25'',9' 2'',7.2,10.0,10.0
1628992,Justin Jackson,PF,6' 6'',6' 6.75'',229.4,7' 3'',8' 9'',8.9,9.0,9.5
1628993,Alize Johnson,PF,6' 7.25'',6' 8'',216.6,6' 8.75'',8' 7'',8.1,8.5,9.75
1628994,George King,SF-SG,6' 4.75'',6' 6'',218.6,6' 11.5'',8' 5.5'',7.25,9.0,10.25
1628995,Kevin Knox,SF,6' 7.75'',6' 9'',212.6,6' 11.75'',9' 0'',4.95,8.75,9.25
1628996,Sagaba Konate,C,6' 6.5'',6' 7.5'',246,7' 0'',8' 10.5'',7.35,9.25,10.0
1628997,Caleb Martin,SF-SG,6' 4.75'',6' 6'',195.8,6' 10'',8' 5.5'',7.0,8.5,8.75
1628998,Cody Martin,SG-SF,6' 4.75'',6' 6'',188.6,6' 10.25'',8' 6.5'',5.45,8.5,9.0
1628999,Yante Maten,PF-C,6' 7.25'',6' 8.5'',246.2,7' 0.5'',8' 11.5'',8.1,9.25,10.0
1629000,Brandon McCoy,C,6' 11.5'',7' 0.5'',250.4,7' 2'',9' 2.5'',8.7,9.75,9.5
1629001,DeAnthony Melton,SG-PG,6' 2.25'',6' 3.25'',193.2,6' 8.5'',8' 3.5'',5.2,8.5,9.5
1629002,Chimezie Metu,PF-C,6' 8.5'',6' 9.5'',219.6,7' 0.5'',9' 0'',5.05,9.0,9.25
1629003,Shake Milton,SG-PG,6' 4.5'',6' 5.5'',207.2,7' 0.75'',8' 3.5'',6.8,8.75,9.5
1629004,Sviatoslav Mykhailiuk,SG-SF,6' 6.5'',6' 7.75'',211.6,6' 4.75'',8' 4'',8.45,8.25,9.5
1629005,Malik Newman,SG,6' 2.5'',6' 3.25'',189.2,6' 5.5'',8' 2.5'',6.25,8.5,9.5
1629006,Josh Okogie,SG,6' 3'',6' 4.5'',210.8,7' 0'',8' 6'',5.2,9.0,9.75
1629033,Theo Pinson,SG-SF,6' 5'',6' 6.75'',211.2,6' 10.75'',8' 7.5'',7.35,9.0,9.0
1629007,Jontay Porter,C-PF,6' 10'',6' 11.5'',236,7' 0.25'',9' 1'',13.85,8.75,9.5
1629008,Michael Porter,SF-PF,6' 9.5'',6' 10.75'',211,7' 0.25'',9' 0.5'',6.4,8.75,9.25
1629009,Billy Preston,PF,6' 8.75'',6' 10.5'',222.4,7' 2'',9' 0'',5.45,9.25,9.5
1629010,Jerome Robinson,SG,6' 4'',6' 5'',188.4,6' 7.25'',8' 2'',6.05,9.0,10.0
1629012,Collin Sexton,PG,6' 0.5'',6' 1.5'',183,6' 7.25'',8' 2.5'',5.6,8.25,8.5
1629013,Landry Shamet,PG,6' 4'',6' 5.25'',188.6,6' 6.75'',8' 4'',4.85,8.0,9.0
1629014,Anfernee Simons,SG-PG,6' 2.25'',6' 3.25'',183.2,6' 9.25'',8' 3.5'',7.7,8.75,9.0
1629015,Zhaire Smith,SF-SG,6' 2.75'',6' 4'',198.6,6' 9.75'',8' 4'',6.05,8.75,8.25
1629034,Ray Spalding,PF,6' 9'',6' 10.25'',215.4,7' 4.75'',9' 1'',5.55,9.25,9.0
1629016,Omari Spellman,PF-C,6' 8'',6' 9.25'',253.8,7' 2'',8' 11.5'',13.75,9.0,9.0
1629017,Khyri Thomas,SG,6' 2.5'',6' 3.75'',198.8,6' 10.5'',8' 5'',6.4,8.75,9.25
1629018,Gary Trent,SG,6' 4.25'',6' 5.75'',204.2,6' 8.75'',8' 2'',7.0,8.5,9.5
1629019,Allonzo Trier,SG,6' 3.75'',6' 5.25'',198,6' 6.75'',8' 2'',4.95,8.25,10.5
1629021,Moritz Wagner,C-PF,6' 10.5'',6' 11.5'',241.4,7' 0'',9' 0'',6.75,9.0,10.75
1629022,Lonnie Walker,SG,6' 3.75'',6' 4.5'',196.2,6' 10.25'',8' 3.5'',5.65,9.0,9.5
1629023,PJ Washington,PF,6' 6.5'',6' 8'',223,7' 2.5'',8' 11'',6.85,9.0,10.25
1629024,Austin Wiley,C,6' 8.25'',6' 10'',249.4,7' 5'',9' 3'',5.0,9.75,10.25
1629025,Kris Wilkes,SF,6' 6.5'',6' 7.5'',205,6' 10.25'',8' 7.5'',5.15,8.75,9.25
1629026,Kenrich Williams,SF,6' 6'',6' 7.5'',200.4,6' 7.25'',8' 7.5'',5.95,8.5,9.75
1629027,Trae Young,PG,6' 0.5'',6' 1.75'',177.8,6' 3'',7' 11.5'',5.35,8.0,9.25
1629638,Nickeil Alexander-Walker,SG,6' 4.25'',6' 5.5'',203.8,6' 9.5'',8' 6'',5.9,8.5,8.75
1629628,RJ Barrett,SF,,,,,,,,
1629646,Charles Bassey,C,6' 8.75'',6' 10'',239,7' 3.5'',9' 1.5'',8.5,9.25,9.5
1629647,Darius Bazley,PF,6' 7.75'',6' 9'',208.4,7' 0'',8' 11'',3.6,9.0,9.75
1629626,Bol Bol,C,7' 0.75'',7' 2.5'',208,7' 7'',9' 7.5'',7.1,9.25,9.5
1629648,Jordan Bone,SG,6' 1.5'',6' 2.75'',179,6' 3.25'',7' 11'',5.0,7.5,9.25
1628968,Brian Bowen II,SF,6' 6.25'',6' 7.5'',200,6' 10'',8' 7'',6.5,8.5,9.75
1629065,Ky Bowman,PG,6' 1'',6' 2.25'',181.2,6' 7'',8' 2'',4.9,8.25,9.0
1629649,Ignas Brazdeikis,SF,6' 5.75'',6' 7.25'',220.8,6' 9.25'',8' 6'',6.0,8.75,9.5
1629052,O'Shae Brissett,SF-PF,6' 7'',6' 8'',203.2,7' 0'',8' 8'',2.9,9.0,9.5
1629650,Moses Brown,C,7' 1.25'',7' 2.5'',237.2,7' 4.75'',9' 5'',7.8,9.5,10.25
1629634,Brandon Clarke,SF,6' 7.25'',6' 8.25'',207.2,6' 8.25'',8' 6'',4.9,8.25,9.5
1629651,Nicolas Claxton,C,6' 10'',6' 11.75'',216.6,7' 2.5'',9' 2'',4.5,9.25,9.5
1629076,Tyler Cook,PF,6' 7.25'',6' 8.75'',245.4,7' 0.5'',8' 10.5'',6.1,9.5,10.75
1629633,Jarrett Culver,SG,6' 5.25'',6' 6.75'',194.2,6' 9.5'',8' 4.5'',5.0,8.25,8.5
1629056,Terence Davis,SG,6' 3'',6' 4.5'',192.4,6' 8.75'',8' 5'',4.1,9.25,10.75
1629652,Luguentz Dort,PG,6' 2.75'',6' 4.25'',222.2,6' 8.5'',8' 3.5'',5.0,8.5,9.0
1629653,Devon Dotson,PG,6' 0'',6' 2'',178.6,6' 3.25'',7' 11.5'',5.9,8.25,9.5
1629654,Carsen Edwards,PG,5' 10.75'',6' 0.25'',199.4,6' 6'',7' 10.5'',5.5,8.75,9.0
1629605,Tacko Fall,C,7' 5.25'',7' 7'',288.8,8' 2.25'',10' 2.5'',6.8,10.5,10.5
1628981,Bruno Fernando,C,6' 8.75'',6' 10.25'',237,7' 3.25'',9' 2'',5.4,9.25,10.0
1629655,Daniel Gafford,PF,6' 9.25'',6' 10.5'',237.6,7' 2.25'',9' 2'',5.9,9.25,9.25
1629636,Darius Garland,PG,,,,,,,,
1629656,Quentin Grimes,SG,6' 4'',6' 5.25'',209.6,6' 7.75'',8' 4.5'',8.4,8.25,10.0
1629657,Kyle Guy,SG,6' 0.75'',6' 2.25'',167.8,6' 4.5'',7' 11.5'',5.7,8.0,8.75
1628986,Jaylen Hands,PG,6' 1.5'',6' 3'',180.4,6' 5.5'',8' 1'',5.1,8.0,8.25
1629607,Jared Harper,PG,5' 9.75'',5' 11'',169.2,6' 5.5'',7' 10'',3.9,8.25,9.5
1629637,Jaxson Hayes,PF,6' 10.25'',6' 11.5'',218.6,7' 3.5'',9' 2.5'',5.0,9.25,10.5
1629608,Dewan Hernandez,C,6' 9'',6' 10.25'',232.8,7' 1.75'',8' 11'',6.1,9.5,10.25
1629639,Tyler Herro,SG,6' 4.5'',6' 6'',192.4,6' 3.25'',8' 4.5'',7.1,8.0,8.75
1629658,Jalen Hoard,PF,6' 7.25'',6' 9'',212.6,7' 0.75'',8' 9.5'',6.7,8.75,9.75
1629659,Talen Horton-Tucker,SG,6' 2.5'',6' 4'',235.4,7' 1.25'',8' 7'',8.4,9.5,9.75
1629631,De'Andre Hunter,,,,,,,,,
1629610,DaQuan Jeffries,SF-PF,6' 4'',6' 5'',215.6,6' 11.25'',8' 8'',3.9,9.5,10.25
1629660,Ty Jerome,PG,6' 4.25'',6' 5.5'',194.4,6' 4'',8' 2'',6.5,8.25,9.5
1629640,Keldon Johnson,SG,6' 4.75'',6' 6'',216.4,6' 9.25'',8' 8'',5.6,8.0,9.25
1629661,Cameron Johnson,SG,6' 7'',6' 8.5'',205.2,6' 10'',8' 7'',5.8,8.0,8.5
1629662,Mfiondu Kabengele,PF,6' 8.75'',6' 10.25'',256.2,7' 3'',9' 1.5'',5.1,9.25,10.75
